Kommentarer (0-5),Kvinne,Musescore,Melodi,Komponist,Levde når,Lyrikk,Unnamed: 7,Når komponert,Unnamed: 9,Unnamed: 10,Diverse kommentarer,Egne noter,Forlag,Platenr.,Unnamed: 15
,K,x,Humoreske,"Lund, Birgit",1843 - 1913,,,1911,Fire klaverstykker ,,,,Norsk Musikforlag,5077,
3,K,x,Lyriske Klaverstykker,"Lund, Birgit",1843 - 1913,,,1897,Lyriske klaverstykker,,,,Carl Warmuth - Norsk Musikforlag,2201,
,K,x,Længsel,"Lund, Birgit",1843 - 1913,,,1911,Fire klaverstykker ,,,,Haakon Zapffe,658,
,K,x,Vaarsprett,"Lund, Birgit",1843 - 1913,,,1905,"Opus 8, no 2 - ( 8 lyriske stykker)",,,IMSLP,Haakon Zapffe,752,
,K,,Bøn,"Lund, Inger Bang",1876 - 1968,,,,Op 6. No 4,,,,Haakon Zapffe,657,
,K,,Gammeldans,"Lund, Inger Bang",1876 - 1968,,,,Op. 10. No 1,,,,,,
,K,,Huldrelok,"Lund, Inger Bang",1876 - 1968,,,,Op 6. No 3,,,,Haakon Zapffe,656,
,K,,Melodi,"Lund, Inger Bang",1876 - 1968,,,,Op 6. No 2,,,,Haakon Zapffe,655,
4,K,x,Striledans og Jølstring,"Lund, Inger Bang",1876 - 1968,,,1894,Her first composition,,,,C. Rabe Bergen,2,
5,K,,Vuggesang,"Lund, Inger Bang",1876 - 1968,,,,Op 6. No 1,,Blomstersange,,,,
5,,x,Oh! You tease,"Lund, Merritt W.",1886 - 1974,"Lund, Merritt W.",1886 - 1974,1910,,,,Internet,,,
,,,Way out in Utah!,"Lund, Merritt W.",1886 - 1974,"Lund, Merritt W.",1886 - 1974,1909,,,,Internet,,,
2,K,x,Albumblad,"Lund, Signe (Skabo)",1868 - 1950,,,1897,Op 19,,,NB,Haakon Zapffe,301,
5,K,,Camelia,"Lund, Signe (Skabo)",1868 - 1950,Lilly Egeberg,1853 - 1937,1915,Op 46. No 2,,,,Haakon Zapffe,437,
4,K,x,Concert Etude,"Lund, Signe (Skabo)",1868 - 1950,,,1910,Op 38,,,UIB,Signe Lund - Chicago,,
3,K,x,En Erindring,"Lund, Signe (Skabo)",1868 - 1950,,,1898-99,Op 25. No 3,,Blomstersange,,Oluf By,1400,
,K,x,En rose rød,"Lund, Signe (Skabo)",1868 - 1950,Lilly Egeberg,1853 - 1937,1915,Op 46. No 1,,Blomstersange,,,,
,K,,En sommerdag,"Lund, Signe (Skabo)",1868 - 1950,Lilly Egeberg,1853 - 1937,1915,Op 46. No 3,,,,,,
4,K,x,Festforspil,"Lund, Signe (Skabo)",1868 - 1950,,,1897,Op 21,,,,Haakon Zapffe,437,
4,K,x,Fredsklokker,"Lund, Signe (Skabo)",1868 - 1950,,,1918,Published 1928,,,,Norsk Musikforlag,6424 a.c.,
,K,x,Gavotte,"Lund, Signe (Skabo)",1868 - 1950,,,1898-99,Op 25. No 2,,,,,,
4,K,x,Intermezzo,"Lund, Signe (Skabo)",1868 - 1950,,,1896,Op. 16. No 2,,,,Haakon Zapffe,235,
5,K,x,"Klungerrose, klungerrose","Lund, Signe (Skabo)",1868 - 1950,John Paulsen,1851 - 1924,1897,Op 22. No 1,,,,Brødrene Hals,931,
,K,x,Kveld,"Lund, Signe (Skabo)",1868 - 1950,Ole Johan Larsen,1845 - 1928,1909,Op. 41 No 1,,,,Oluf By,1194,
,K,x,Legende,"Lund, Signe (Skabo)",1868 - 1950,,,1896,Op. 16. No 1,,,,Haakon Zapffe,235,
,K,x,Lille due,"Lund, Signe (Skabo)",1868 - 1950,Gabriel Scott,1874 - 1958,1900,,,,,,,
5,K,x,Menuet,"Lund, Signe (Skabo)",1868 - 1950,,,1896,Op. 17. No 1,,,PDF,Haakon Zapffe,298,
,K,x,Menuetto,"Lund, Signe (Skabo)",1868 - 1950,,,1898-99,Op 25. No 5,,,,,,
3,K,x,Norske Smaastubber,"Lund, Signe (Skabo)",1868 - 1950,,,1893,Op. 15,,,,Haakon Zapffe,84,
2,K,x,Novelette,"Lund, Signe (Skabo)",1868 - 1950,,,1896,Op. 16. No 3,,,,Haakon Zapffe,235,
3,K,x,Opus 34 No 1 - Impromptu,"Lund, Signe (Skabo)",1868 - 1950,,,1905,Op. 34. No 1,,,,Haakon Zapffe,745,
3,K,x,Opus 34 No 2 - Melodie,"Lund, Signe (Skabo)",1868 - 1950,,,1905,Op. 34. No 2,,,,Haakon Zapffe,746,
2,K,x,Opus 34 No 3 - Valse Lente,"Lund, Signe (Skabo)",1868 - 1950,,,1905,Op. 34. No 3,,,,Haakon Zapffe,747,
2,K,x,Opus 34 No 4 - Improvisata,"Lund, Signe (Skabo)",1868 - 1950,,,1905,Op. 34. No 4,,,,Haakon Zapffe,748,
4,K,x,Opus 34 No 5 - Novelette,"Lund, Signe (Skabo)",1868 - 1950,,,1905,Op. 34. No 5,,,,Haakon Zapffe,748,
3,K,x,Return of the Waltz,"Lund, Signe (Skabo)",1868 - 1950,,,1929,Opus 50,,,,Norsk Musikforlag,6446 a.c,
,K,,Roser av Mai,"Lund, Signe (Skabo)",1868 - 1950,Lilly Egeberg,1853 - 1937,,Op 46. No 5,,,,Haakon Zapffe,437,
4,K,x,Scherzino,"Lund, Signe (Skabo)",1868 - 1950,,,1896,Op. 16. No 4,,,,Haakon Zapffe,235,
,K,x,Skumring,"Lund, Signe (Skabo)",1868 - 1950,,,1898-99,Op 25. No 1,,,,,,
,K,x,Sommerfugle,"Lund, Signe (Skabo)",1868 - 1950,,,1898-99,Op 25. No 4,,,,,,
,K,x,The Road to France,"Lund, Signe (Skabo)",1868 - 1950,Daniel MacIntyre Henderson,1880 - 1955,1917,,,,,,,
,K,,Til enhver,"Lund, Signe (Skabo)",1868 - 1950,Olaf Bull,1883 - 1933,,,,,,Norsk Musikforlags eiendom,,
,K,x,Vaarsang,"Lund, Signe (Skabo)",1868 - 1950,,,1898-99,Op 25. No 6,,Blomstersange,,,,
4,K,x,Valse Violette,"Lund, Signe (Skabo)",1868 - 1950,,,,Op 55. No 3,,Aftenposten 27. mars 1945,,,,
,K,,Vandraren,"Lund, Signe (Skabo)",1868 - 1950,Johan Sverdrup Holt,1876 - 1945,1899,Op 26. No 3,,,,,,
2,K,,Violerne,"Lund, Signe (Skabo)",1868 - 1950,Lilly Egeberg,1853 - 1937,1915,Op 46. No 4,,,,,,
,,,Wahrhaftig,"Lund, Signe (Skabo)",1868 - 1950,Heinrich Heine,1797 - 1856,1900,Op 28. No 1,,Musikk for alle January 1928,,,,
5,,x,Nu somnar hvar flägt öfver vågen,"Lübbert, Otto",1822 - 1864,"Atterbom, Per",1790 - 1855,,Nordisk Musiktidende - No 8 1885,,,,Nordisk Musiktidende,,
3,K,x,Til Ivy,"Lyche, Olga",1873 - 1949,,,1928,,,,,Petter Håkonsen,21,
4,,x,Jultomtarne,"Löthner, Alex",1833 - 1887,,,1879,,,,,Abraham Lundquists Musikförlag,2462,
,K,x,Impromptu,"Løvenskiold, Hanna",1860 - 1930,,,1911,,,,,Norks musikforlag,2995,
3,K,x,Lille Borghilds sidste Vuggesang,"Løvstad, Sidonie",1850 - 1922,Theodor Løvstad,1843 – 1913,1881,,,,,Eget forlag,,
,,,Très moutarde,Macklin. Cecil,,,,,,,,,,,
3,,x,Cavalleria rusticana,"Mascagni, Pietro",1863 - 1945,,,1890,arr. Friedric Brissler 1891,,,,"Ed. Bote & G. Bock, Berlin",,
,,,Med en Vandlilie,"Martens, Heinrich",1855 - 1904,"Ibsen, Henrik",1828 - 1906,,Op. 4 No 3,,(I Brooklyn 1895),,Eget forlag,,
4,,x,Mor,"Martens, Heinrich",1855 - 1904,Anton Kristson,1874 - 1899?,1896,Op. 4 No 4,,,,Eget forlag,,
,,,Reiar,"Martens, Heinrich",1855 - 1904,Mathias Skeibrok,1851 - 1896,1896,Op. 4 No 2,,,,Eget forlag,,
4,,x,"Ri, ri te Kjörke","Martens, Heinrich",1855 - 1904,Mathias Skeibrok,1851 - 1896,1896,Op. 4 No 1,,Krigsraabet April 1924,,,,
3,,x,Evening Chimes,"Marzian, Albert Frederick",1875 - 1947,,,1913,Op. 9 No 1,,,,,,
,K,,Herligste navn på jord,"Mathisen, Ida",1882 - 1964,Hjalmar Hansen,1873 - 1952,1920,,,,,,,
,,,Dig har jeg kjær,"May, Eduard",,,,,,,,,,,
3,,x,Indtogsmarsch,"Meier-Hansen, Oscar",1875 - 1950,,,1905,,,,PDF,Oluf By,242,
5,,x,Sköite-galop,"Meissner, Hjalmar",1865 - 1940,,,1885,,,,,Petter Håkonsen,302,
3,,x,Abendfriede,"Melling, Einar",1880 - 1949,,,1903,Op. 3 No. 4,,,,Brødrene Hals,1049,
3,,x,der Schmetterling,"Melling, Einar",1880 - 1949,,,1901,,,,,,,
3,,x,Erotik,"Melling, Einar",1880 - 1949,,,1901,,,,,Brødrene Hals,1048,
3,,x,Fedralandssalme,"Melling, Einar",1880 - 1949,Elias Blix,1836 - 1902,1907,,,,,Warmuth's Musikforlag,2776,
4,,x,"Herre, tag i din sterke Haand","Melling, Einar",1880 - 1949,"Bjørnson, Bjørnstjerne",1832- 1910,1914,,,,,Norsk Musikforlag,4489,
2,,x,Melancolie,"Melling, Einar",1880 - 1949,,,1903,Op. 3 No. 3,,,,,,
2,,x,Melodie,"Melling, Einar",1880 - 1949,,,1903,Op. 3 No. 1,,,,,,
3,,x,Moder synger,"Melling, Einar",1880 - 1949,,,1906?,Op. 5 No. 3,,,,,,
,,,Sjø,"Melling, Einar",1880 - 1949,Vilhelm Krag,1871 - 1933,,,,,,Wilhelm Hansen,13805b,
2,,x,Wiegenlied,"Melling, Einar",1880 - 1949,,,1906?,Op. 5 No. 2,,,,,,
,,,Älä itke äifini!,"Merikanto, Oskar",1868 - 1924,,,,,,,,,,
2,K,x,Fader Vor,"Michelet, Majen",1842 - 1931,,,1909,,,,,Haakon Zapffe,975,
,K,x,Humoreske,"Michelet, Majen",1842 - 1931,,,1904,Op. 2 No. 1,,,,Haakon Zapffe,669,
3,K,x,I en tung stund,"Michelet, Majen",1842 - 1931,"Bjørnson, Bjørnstjerne",1832- 1910,1909,,,,,Haakon Zapffe,974,
5,K,x,Farvel til Tromsø,"Michelsen, Alvilde",1866  1943,"Michelsen, Alvilde?",,1891,,,,,,,
,,,Skriv hjem til Mor!,"Miskow, Sextus",1857 - 1928,Henry Albert Tandberg,1871 - 1959,,,,,,,,
,,,Maaltrostens vuggevise,"Mo, Hans",1835 - 1920,Theodor Caspari,1853 - 1948,1891-92,Syngeplan for folkeskolen,,,,,,
,K,x,Maaltrostens vuggevise,"Moe, Alexandra",1863 - 1928,Theodor Caspari,1853 - 1948,1900,Urd,,,,Haakon Zapffe,1309,
3,K,x,Capriccio,"Moestue, Marie",1869 - 1948,,,1898,,,,,Carl Warmuth,2295,
,K,,Hvile  & Æbleblomst,"Moestue, Marie",1869 - 1948,,,1903,,,,,,,
4,K,x,Ikvæld er det Julekvæld!,"Moestue, Marie",1869 - 1948,"Krag, Vilhelm",1871 - 1933,1896,,,,,Carl Warmuth,2153,
5,,x,Hilsen til moder Norge,"Monsen, Thormod",1848 - 1941,"Monsen, Thormod",1848 - 1941,1916,,,,,Oluf By,1456,
4,,x,"Mazurka - ""In Poland""","Moszkowski, Moritz",1854 - 1925,,,1876,Opus 10. No 3,,,Fra IMSLP,,,
3,,x,Melodie,"Moszkowski, Moritz",1854 - 1925,,,1879,Opus 18. No 1,,,,Carl Warmuth,627,
3,,x,Serenata,"Moszkowski, Moritz",1854 - 1925,,,1878,Opus 15. No 1,,,,Carl Warmuth,883,
4,,x,Et hjem,"Mowinckel jr., Johan Ludwig",1895 - 1940,Henrik Ibsen,1828 - 1906,1920,Published 1921,12. januar 1878,1954-08-05 00:00:00,,Einar Kaland,44,
,,,Four Norwegian Humoresques,"Mullen, Alfred Frederic",1868 - 1936,,,1900,,,,Fra IMSLP,,,
5,,x,Norwegian Bridal Procession,"Mullen, Alfred Frederic",1868 - 1936,,,1906,,,,Fra IMSLP,,,
5,K,x,Emma-polka,"Munch, Nathalie",1812 - 1900,,,1858?,,,,NB,"C. C. Lose & Delbanco, Kjøbenhavn",,
4,K,x,Vals,"Munch, Nathalie (Nathalie Linaae)",1812 - 1900,,,1824,First score published by a Norweigan woman.,,,,H. T. Winther,,
3,,x,Berceuse,"Müller, Fritz (Johan Karl)",1878 - 1954,Kristian Hansen Holtvedt,1871 -1945,1904,,,,,,,
,K,x,Velkomst-sang,"Müller, Rikka",1860 - 1927,"Müller, Rikka",1860 - 1927,1905,,,,,Brødrene Hals,,
,,,Evig Ungdom,"Møller, Agnes",,"Aagaard, Oscar",1855 - 1936,1904,,,,,,,
4,,x,A nice little girl in Seattle I know,"Møller, Rudolph Hagbart",1869 - 1935,"Stordahl, Baard Hansen",1884 - 1959,1913,,,,,,,
5,,x,Jeg længter mot Sol og Sommer,"Møller, Rudolph Hagbart",1869 - 1935,Robert Loennecken,1871 - 1974,1917,Published 1920 in Norway,,,,,,
1,K,x,Albumblad,"Mørck, Ulla",1867 - 1950,,,1892,Op. 2. No 2,,,,Carl Warmuth,1827,
,K,,Alla Menuetto,"Mørck, Ulla",1867 - 1950,,,1892,Op. 2. No 1,,,,Carl Warmuth,1826,
1,K,x,Andante religioso,"Mørck, Ulla",1867 - 1950,,,1892,Op. 2. No 4,,,,Carl Warmuth,1829,
1,K,x,Impromptu,"Mørck, Ulla",1867 - 1950,,,1892,Op. 2. No 3,,,,Carl Warmuth,1828,
5,K,x,Intermezzo,"Mørck, Ulla",1867 - 1950,,,1892,Op. 2. No 5,,,,Carl Warmuth,1830,
3,K,x,Capriccio,"Nathan, Mathilde Berendsen",1857 - 1926,,,1908,Op 10,,,,,,
5,K,x,Gavotte,"Nathan, Mathilde Berendsen",1857 - 1926,,,1909,Op. 13,,,,Oluf By,,
3,K,x,I gammel stil,"Nathan, Mathilde Berendsen",1857 - 1926,,,1925,Op. 27,,,PDF,Norsk Musikforlag,,
5,K,x,I tanker,"Nathan, Mathilde Berendsen",1857 - 1926,,,1915,Op 19.,,,,Oluf By,1314,
,K,x,Idyl,"Nathan, Mathilde Berendsen",1857 - 1926,,,1908,Op 11. No 3,,,,Oluf By,1314,
,k,x,Impromptu,"Nathan, Mathilde Berendsen",1857 - 1926,,,1912,Op 15. No 2,,,,Norsk Musikforlag,5878,
4,K,x,Kinderspiele,"Nathan, Mathilde Berendsen",1857 - 1926,,,1912,Op 15. No 3,,,,Oluf By,1632,
5,K,x,Opus 15 - Part II,"Nathan, Mathilde Berendsen",1857 - 1926,,,1912,Op 15. No 4 - 6,,,,Oluf By,1315,
1,K,x,Polka Mignonne,"Nathan, Mathilde Berendsen",1857 - 1926,,,1890,Op. 2,,,,Carl Warmuth,1513,
,K,,Resignation,"Nathan, Mathilde Berendsen",1857 - 1926,,,1920,Op 21,,,,Oluf By,366,
1,K,x,Romance,"Nathan, Mathilde Berendsen",1857 - 1926,,,1892,Op. 3,,,,Wilhelm Hansen,10884,
1,K,x,Sang uden Ord,"Nathan, Mathilde Berendsen",1857 - 1926,,,1908,Op 11. No 2,,,,Oluf By,1314,
2,K,x,Scherzino,"Nathan, Mathilde Berendsen",1857 - 1926,,,1925,Op. 29,,,PDF,Norsk Musikforlag,,
4,K,x,Sehnsucht,"Nathan, Mathilde Berendsen",1857 - 1926,,,1912,Op 15. No 1,,,Ikke egne noter.,,,
,K,x,Serenade,"Nathan, Mathilde Berendsen",1857 - 1926,,,1911,Op 14.,,,,Oluf By,1275,
1,K,x,Tre etuder,"Nathan, Mathilde Berendsen",1857 - 1926,,,1890,Op 1.,,,,Norsk Musikforlag,1890,
,K,x,Ungarisch,"Nathan, Mathilde Berendsen",1857 - 1926,,,1890,Op. 5,,,,Oluf By,1406,367.0
,K,x,Vaarvise,"Nathan, Mathilde Berendsen",1857 - 1926,,,1915,Op. 17,,,,Oluf By,365,1314.0
,K,x,Ved Afskeden,"Nathan, Mathilde Berendsen",1857 - 1926,,,1908,Op 11. No 1,,,,,,5878.0
,K,x,Vuggevise,"Nathan, Mathilde Berendsen",1857 - 1926,,,1909,Op. 12,,,,Oluf By,1203,1314.0
5,,x,Spieldose,"Nebling, Emil",1852 - 1876 ?,,,1874,,,,,C. Paez ,,
4,,x,Lekende hjerter,"Nerem, Johan",1886 - 1981,,,?,,,,,Eget forlag,1,
,,,Albumblad,"Neupert, Edmund",1842 - 1888,,,,Nordisk musiktidende no 12 - 1883,,,,Carl Warmuth,,
2,,x,Dandse Caprice,"Neupert, Edmund",1842 - 1888,,,1885,Nordisk musiktidende no 4 - 1885,,,,,,
4,,x,Resignation,"Neupert, Edmund",1842 - 1888,,,,"Op. 26 No 1, Published 1896",,,,,,
4,,x,Syng mig hjæm,"Neupert, Edmund",1842 - 1888,"Bjørnson, Bjørnstjerne",1832- 1910,<1880,Op 26. No 1,,,,,,
2,,x,Aftenstemning på høifjellet,"Nielsen, Emil",1877 - 1942,Theodor Caspari,1853 - 1948,1931,,,,,Norsk Notestik & Forlag,,
3,,,Vaart flag,"Nilssen, Olav Sverre",,"Hovden, Anders",1860 - 1943,1905?,,,,,,,
,K,x,Ofelias klagan,"Nilsson, Kristina (de Casa Miranda)",1843 - 1921,"Nilsson, Kristina (de Casa Miranda)",1843 - 1921,1914,,,,Ikke egne noter.,,,
3,,x,Ved livets kveld,"Nilsson, Ragnvald",1879 - 1955,"Nilsson, Ragnvald",1879 - 1955,1923,,,,,Musikcentralen,P. V. 18?,
,,x,Quadrille,NN,,,,<1792,The murder of King Gustav III,,,,Carl Warmuth,167,
,,,Sorg-marsch,"Nordqvist, Conrad",1840 - 1920,,,1872,Carl XVs funeral,,,,Brødrene Hals,674,
,,x,Flora-polka,"Nordraak, Richard",1842 - 1866,,,1859,"Opus 1, no 4",,,,Neupert,Første-utgave?,
,,x,Ja vi elsker,"Nordraak, Richard",1842 - 1866,"Bjørnson, Bjørnstjerne",1832- 1910,1863,"""Ja vi elsker"" (Score from 1905)",,,,,,
,,,Purpose,"Nordraak, Richard",1842 - 1866,,,1867,,,,,Carl Warmuth,157,
,,,Troubadour-vals,"Nordraak, Richard",1842 - 1866,,,,Opptegnet av Erika Nissen,,,,Oluf By,328,
3,,x,Valse Caprice,"Nordraak, Richard",1842 - 1866,,,,,,,,,,
3,,x,Wenn siche zwei Herzen scheiden,"Nordraak, Richard",1842 - 1866,Ukjent,,,,,,,Abraham Lundquist,1285,
4,,x,Kröningsmarsch,"Norman, Ludvig",1831 - 1885,,,1873,,,,,Elkan & Schildknecht,559,
5,,x,13. Infanteriregiments Marsch,Olsen Ole,1850 - 1927,,,1917,,,,,Norsk Musikforlag,4726,
2,,x,Albumblad,Olsen Ole,1850 - 1927,,,1895,Svensk Musiktidning,,,,,,
1,,x,Baadfart,Olsen Ole,1850 - 1927,Olsen. Ole,1850 - 1927,1894,Op 68. No. 1,,,,Norsk Musikforlag,4879,
3,,x,Caprice Norwegienne,Olsen Ole,1850 - 1927,,,1883,Op. 19. No. 1,,,,Petter Håkonsen,247,
3,,x,Eyde-Marschen,Olsen Ole,1850 - 1927,,,1917,Published 1920,,,,Brødrene Hals,388,
4,,x,Fanitul,Olsen Ole,1850 - 1927,,,1880?,Published 1885,,,,,,
2,,x,Fiskervise,Olsen Ole,1850 - 1927,,,1895,,,,,,,
,,,Leiv Erikson Marsch,Olsen Ole,1850 - 1927,,,1888,,,,,Brødrene Hals,365,
,,,Mestertyvs-marsch,Olsen Ole,1850 - 1927,,,1888,,,,,Norsk Musikforlag,4932,
,,,Præludium,Olsen Ole,1850 - 1927,,,,,,,,,,
4,,x,Rosendalmarschen,Olsen Ole,1850 - 1927,Olsen Ole,1850 - 1927,1921,,,,,Carl Warmuths eftf.,2597,
4,,x,Serenade,Olsen Ole,1850 - 1927,,,1883,Op. 19. No. 2,,,,Petter Håkonsen,247,
,,,To Romancer,"Olsen, Ole Tobias",1830 - 1924,,,1902,,,,,,,
5,K,x,Fire klaverstykker,"Onarheim, Astrid",1870 - 1944,,,1914,,,,,Oluf By,1394,
2,,x,Julsång,"Palm, Herman",1863 - 1942,"Henrici, Ida",1861 - 1935,1916,,,,,,,
,,x,Finska rytteriets marsch,"Palmgren, Selim",1878 - 1951,,,Arrangement from 1902,From the 30 years-war (1618 - 1648),,,,K. F. Wasenius,61,
,,x,"Astrid, mi Astrid","Paulsen, Alfred",1849 - 1936,,,1881,Pseudonym: Leon Lambert,,,,,,
,,x,Festmarsch,"Paulsen, Alfred",1849 - 1936,,,1888,Pseudonym: Clarelius,,,,,,
,,x,Hilsen til vort land!,"Paulsen, Alfred",1849 - 1936,Finn Rein Simonsen,1880 - 1934,1918,"Christmas Magazine: ""Jul i Amerika""",,,,,,
,,x,Naar fjordene blaaner,"Paulsen, Alfred",1849 - 1936,John Paulsen,1851 - 1924,1907,,,,,,,
,,x,"Norge, mit Norge","Paulsen, Alfred",1849 - 1936,Theodor Caspari,1853 - 1948,1911,,,,,Norsk Musikforlag,4602,
5,,x,Huldren,"Paulus, Olaf",1859 - 1912,Johan Sebastian Welhaven,1807 - 1873,,,,,,Carl Warmuth,2019,
,,,I granskoven,"Paulus, Olaf",1859 - 1912,"Monrad, M. J.",,1888,Nordisk Musiktidende,,,,Carl Warmuth,,
4,,x,Mazurka,"Paulus, Olaf",1859 - 1912,,,1894,,,,,,,
2,,x,Menuet,"Paulus, Olaf",1859 - 1912,,,1885,Norsk Musiktidende - 1885,,,,Carl Warmuth,,
,,,Menuett,"Paulus, Olaf",1859 - 1912,,,,,,,,,,
,,x,Nikka-polka,"Paulus, Olaf",1859 - 1912,,,1882,,,,IMSLP,Petter Håkonsen,84,
3,,x,Novellette,"Paulus, Olaf",1859 - 1912,,,1892,,,,,,,
,,x,Polka  à la Strauss,"Paulus, Olaf",1859 - 1912,,,1882,,,,IMSLP,Petter Håkonsen,85,
5,,x,Raket-Rheinländer,"Paulus, Olaf",1859 - 1912,,,1899,Pseudonym: DEI,,,,Carl Warmuth,2399,
5,,x,Serenade,"Paulus, Olaf",1859 - 1912,,,1889,,,,,Carl Warmuth,1464,
,,,Solkverv,"Paulus, Olaf",1859 - 1912,"Sivle, Per",,1898,,,,,Carl Warmuth,2174,
3,,x,Vaarhymne,"Paulus, Olaf",1859 - 1912,Johan Sebastian Welhaven,1849 - 1919,1898,,,,,,,
0,,x,Vestanveir,"Paulus, Olaf",1859 - 1912,Jonas Dahl,1849 - 1919,,,,,,Carl Warmuth,1334,
4,,x,Vuggevise,"Paulus, Olaf",1859 - 1912,,,1888,,,,,,,
3,,x,Foraars-polka,"Pedersen, Olaf Edvard",1862 - 1940,,,1885,Opus 4 ,,,NB,Carl Warmuth,1107,
5,,x,Omaha Turner Wheel March,"Pedersen, Olaf Edvard",1862 - 1940,,,1896,Opus 14,,,Internet,Self published Omaha,,
1,,x,Aspåkers-polska,"Peterson-Berger, Wilhelm",1867 - 1942,Erik Axel Karlfeldt,1864 - 1931,1901,,,,,,,
4,,x,Gratulationer,"Peterson-Berger, Wilhelm",1867 - 1942,,,1896,From Frøsøblomster part 1,,,,Abr. Lundquist,3001,
,,,Mor Britta,"Peterson-Berger, Wilhelm",1867 - 1942,"Dahlgren, Fredrik August",1816 - 1895,1898,,,,,Abr. Lundquist,3181,
2,,x,Sommarsång,"Peterson-Berger, Wilhelm",1867 - 1942,,,1896,From Frøsøblomster part 1,,,,,,
2,,x,Till Rosorna,"Peterson-Berger, Wilhelm",1867 - 1942,,,1896,From Frøsøblomster part 1,,,,,,
2,,x,Vid Frösö kyrka,"Peterson-Berger, Wilhelm",1867 - 1942,,,1896,From Frøsøblomster part 1,,,,,,
3,,x,Fram-sang,"Petroe, Emile",1867 - 1956,,,1896,Pseudonym for Emil Petersen,,,NB,Haakon Zapffe,317,
2,,x,Møller-polka,"Petroe, Emile",1867 - 1956,,,1901,Pseudonym for Emil Petersen,,,,Eget forlag,,
3,,,Valse Gentile,"Pierson, Anna B.",,,,1957,,,,,,,
2,,x,As you like it,"Plesner, Jørgen",1887 - 1930,,,1912,Op. 4,,,,,,
2,,x,Hvide roser,"Plesner, Jørgen",1887 - 1930,,,1916,Op. 9,,,,Norsk Musikforlag,4691,
4,,x,Largo religioso,"Plesner, Jørgen",1887 - 1930,,,1928,,,,,Musik for Hjemmet,,
,,,Marguerite-vals,"Plesner, Jørgen",1887 - 1930,,,1914,Op. 6,,,,Norsk Musikforlag,J. P. 1,
3,,x,Naar Linderne blomstrer,"Plesner, Jørgen",1887 - 1930,,,1918,Op. 11,,Titelblad tegnet av Fredrik Bødtker.,,Norsk Musikforlag,4829,
,,x,Regina vals,"Plesner, Jørgen",1887 - 1930,,,1914,Op. 5,,,,Haakon Zapffe,1292,
5,,x,Rum blant englene,"Plesner, Jørgen",1887 - 1930,,,1912,Op. 3,,,,Haakon Zapffe,1111,
1,,x,Sorg,"Plesner, Jørgen",1887 - 1930,,,1915,,,,,Norsk Musikforlag,4619,
5,,x,Trøst,"Plesner, Jørgen",1887 - 1930,,,1919,,,,,Jernbaneavisen,,
5,,x,Jernbane-Jubilæums marsch,"Plöen, Anton",1852 - 1931,,,1893,,,,,Norsk Musikforlag,4647,
3,,x,Tapt lykke,"Prade, Ida",,,,,,,Ikke egne noter.,,,,
,,x,För evigt,Prins Gustaf,1827 - 1852,Adolf Fredrik Lindblad,1801 - 1878,1848,,,Ikke egne noter.,,,,
,,x,Han vill det så,Prins Gustaf,1827 - 1852,Anders Johan Afzelius,1817 - 1865,1849,,,Ikke egne noter.,,,,
,,x,Hämlengtan,Prins Gustaf,1827 - 1852,Herman Sätherberg,1812 - 1897,1848,,,Ikke egne noter.,,,,
3,,x,I rosens doft,Prins Gustaf,1827 - 1852,Herman Sätherberg,1812 - 1897,1848,,,Ikke egne noter.,,,,
3,,x,Julklockorna,Prins Gustaf,1827 - 1852,Prins Gustaf,1827 - 1852,1849,,,Ikke egne noter.,,,,
3,,x,Julvisa,Prins Gustaf,1827 - 1852,Prins Gustaf,1827 - 1852,1846,,,Ikke egne noter.,,,,
4,,x,Psalmen 451,Prins Gustaf,1827 - 1852,,,,,,Ikke egne noter.,,,,
3,,x,Romans,Prins Gustaf,1827 - 1852,,,,,,Ikke egne noter.,,,,
3,,x,Svanens Sång,Prins Gustaf,1827 - 1852,Johan Ludvig Runeberg,1804 - 1877,,,,,,,,
4,,x,Gavotte empire,"Procháska, František",1879 - 1948,,,ca 1904,,,,,Norsk Musikforlag,2785,
2,,x,"Har du hørt , hvad Svensken siger","Qvam, Anton",1834 - 1904,Bjørnstjerne Bjørnson,1832- 1910,,Published 1905,,,,Haakon Zapffe,698,
5,K,x,Inga-polka,"Qværnstrøm, Alda",1876 - 1969,,,1890,,,,,Eget forlag,,
,,x,"Norge, mit Norge!","Raebel, Max",,Theodor Caspari,1853 - 1948,1906,Op 33 No 7.,,,,Haakon Zapffe,783,
5,,x,Björkens visa,"Raab, Gustaf",1844 - 1914,"Topelius, Zacharius",1818 - 1898,1895,"""Strange"" article by Raab",,,,,,
,,,Blaaklokker,"Ramm Schmidt, ",,,,1903,,,,,Carl Warmuth,2615,
,,,La Silhouette,"Reich, Julius",,,,1922,,,,,Oluf By,1670,
2,K,x,Maurisk Serenade,"Rein, Otilia",1843 - 1912,,,1889,Opus 8,,,PDF,Carl Warmuth,1485,
,K,x,Nordkap-polka,"Rein, Otilia",1843 - 1912,,,1883,,,Ikke egne noter,,Carl Warmuth,868,
,K,x,Romance,"Rein, Otilia",1843 - 1912,,,1889,Opus 5,,,,Carl Warmuth,1483,
,K,x,Serenade,"Rein, Otilia",1843 - 1912,,,1885,,,,,Carl Warmuth,996,
